Date,Open,High,Low,Close,Adj Close,Volume,Change,Percentage Change,Amount
1986-01-02,0.09821400046348572,0.09933000057935715,0.09709800034761429,0.09933000057935715,0.07676588743925095,117420800,0.0225641131401062,29.393411439374578,11663408.13202858
1986-01-03,0.09933000057935715,0.09988799691200256,0.09877199679613113,0.09988799691200256,0.07719717919826508,242166400,0.022690817713737488,29.39332492377835,24189516.615390778
1986-01-06,0.09988799691200256,0.09988799691200256,0.0976559966802597,0.09933000057935715,0.07676588743925095,185046400,0.0225641131401062,29.393411439374578,18380659.019207954
1986-01-07,0.09933000057935715,0.10267899930477142,0.09877199679613113,0.10267899930477142,0.07935414463281631,470534400,0.02332485467195511,29.393366634953672,48314001.33047104
1986-01-08,0.10267899930477142,0.10491099953651428,0.1015629991889,0.10212100297212601,0.07892290502786636,607600000,0.023198097944259644,29.393365507857045,62048721.40586376
1986-01-09,0.10212100297212601,0.10267899930477142,0.0976559966802597,0.10100399702787399,0.07805963605642319,447238400,0.022944360971450806,29.393374259221666,45172866.02435112
1986-01-10,0.10100399702787399,0.10323700308799744,0.10100399702787399,0.1015629991889,0.07849167287349701,153238400,0.023071326315402985,29.393342593916227,15563351.494908333
1986-01-13,0.1015629991889,0.10323700308799744,0.10044600069522858,0.10267899930477142,0.07935414463281631,215420800,0.02332485467195511,29.393366634953672,22119192.173433304
1986-01-14,0.10267899930477142,0.10602699965238571,0.10044600069522858,0.10379499942064285,0.08021662384271622,272697600,0.023578375577926636,29.393378140867227,28304647.234010696
1986-01-15,0.10379499942064285,0.10714299976825714,0.10323700308799744,0.10658500343561172,0.08237282186746597,423472000,0.024212181568145752,29.393410373996925,45135764.57488537
1986-01-16,0.10658500343561172,0.11049100011587143,0.10658500343561172,0.109375,0.0845290794968605,534777600,0.024845920503139496,29.393340908275594,58491300.0
1986-01-17,0.109375,0.11049100011587143,0.10658500343561172,0.10714299976825714,0.08280408382415771,345385600,0.024338915944099426,29.393376292629974,37005649.26075935
1986-01-20,0.10714299976825714,0.10714299976825714,0.10435300320386887,0.10658500343561172,0.08237282186746597,127411200,0.024212181568145752,29.393410373996925,13580123.189735413
1986-01-21,0.10658500343561172,0.10770100355148315,0.10602699965238571,0.10714299976825714,0.08280408382415771,151961600,0.024338915944099426,29.393376292629974,16281621.673583984
1986-01-22,0.10714299976825714,0.10770100355148315,0.09988799691200256,0.10435300320386887,0.08064784854650497,143001600,0.02370515465736389,29.39341232853161,14922646.422958374
1986-01-23,0.10435300320386887,0.10491099953651428,0.1015629991889,0.10267899930477142,0.07935414463281631,156419200,0.02332485467195511,29.393366634953672,16060966.928052902
